visitall-sat11-strips,problem12, 8532, 0153284s, 0 state(s),Solution found, 487
visitall-sat11-strips,problem16, 102140, 343507s, 0 state(s),Solution found, 1231
visitall-sat11-strips,problem14, 52351, 139231s, 0 state(s),Solution found, 852
visitall-sat11-strips,problem18,,,,-1,
visitall-sat11-strips,problem32,,,,-1,
visitall-sat11-strips,problem22,,,,-1,
visitall-sat11-strips,problem20,,,,-1,
visitall-sat11-strips,problem34,,,,-1,
